## Created using https://www.youtube.com/watch?v=Y40Wy1guAiQ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"## Summary of mouse longevity data. David Ashbrook 2022, dashbroo@UTHSC.edu. Edited by Wyatt Kaiser 2023 wkaiser1@uthsc.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## Data from replicable mouse populations,Title,Where mice maintained,First Author,Last Author,All authors,Year mice born,Year mice died,Year paper published,Paper type,Reason for looking,Main topic,Strain,Maternal strain,Paternal strain,Cross type,Sex,Age started,Age started (estimated approx. days),Intervention,Method,Diet,Day-night cycle,Lights on/lights off,Temperature,Humidity,Number of mice per cage (newly added) ,Pathogen free?,Individual data available,Individual data imputable from figures,Where data available?,mean,median,SE,SD,N,CV,IMR,MRDT,Minimum lifespan,Maximum lifespan,notes,url,DOI
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD195,BXD195,BXD195,Inbred,female,>200 days,200,High fat diet,,Harlan-Teklad 06414,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18435&dataset=BXDPublish,678,661,92.806,207.5205247,5,0.30607747,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD197,BXD197,BXD197,Inbred,female,>200 days,200,High fat diet,,Harlan-Teklad 06414,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18435&dataset=BXDPublish,527,524,79.587,159.174,4,0.302037951,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD199,BXD199,BXD199,Inbred,female,>200 days,200,High fat diet,,Harlan-Teklad 06414,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18435&dataset=BXDPublish,661,646,43.245,96.69875969,5,0.146291618,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD214,BXD214,BXD214,Inbred,female,>200 days,200,High fat diet,,Harlan-Teklad 06414,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18435&dataset=BXDPublish,585,597,27.145,76.7776543,8,0.131243854,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Lifelong restriction of dietary branched-chain amino acids has sex-specific benefits for frailty and lifespan in mice,William S. Middleton Memorial Veterans Hospital,Richardson,Lamming,"Nicole E Richardson, Elizabeth N Konon, Haley S Schuster, Alexis T Mitchell, Colin Boyle, Allison C Rodgers, Megan Finke, Lexington R Haider, Deyang Yu, Victoria Flores, Heidi H Pak, Soha Ahmad, Sareyah Ahmed, Abigail Radcliff, Jessica Wu, Elizabeth M Williams, Lovina Abdi, Dawn S Sherman, Timothy Hacker, Dudley W Lamming",,,2021,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,Birth,28,Control,,Envigo TD.140711,12-hour light/dark,,22°C,,,SPF,Yes,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/bin/NIHMS1644834-supplement-1644834_Supp_Tables.xlsx,673.173913,668,44.1768657,211.8648051,23,31.47252159,,,315,1219,Values calculated from individual data in the supplementary files of the paper (Table S10),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/,https://doi.org/10.1038/s43587-020-00006-2
,Lifelong restriction of dietary branched-chain amino acids has sex-specific benefits for frailty and lifespan in mice,William S. Middleton Memorial Veterans Hospital,Richardson,Lamming,"Nicole E Richardson, Elizabeth N Konon, Haley S Schuster, Alexis T Mitchell, Colin Boyle, Allison C Rodgers, Megan Finke, Lexington R Haider, Deyang Yu, Victoria Flores, Heidi H Pak, Soha Ahmad, Sareyah Ahmed, Abigail Radcliff, Jessica Wu, Elizabeth M Williams, Lovina Abdi, Dawn S Sherman, Timothy Hacker, Dudley W Lamming",,,2021,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,Birth,28,Control,,Envigo TD.140711,12-hour light/dark,,22°C,,,SPF,Yes,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/bin/NIHMS1644834-supplement-1644834_Supp_Tables.xlsx,733.75,739,60.98971908,243.9588763,16,33.24822846,,,343,1166,Values calculated from individual data in the supplementary files of the paper (Table S10),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/,https://doi.org/10.1038/s43587-020-00006-2
,Lifelong restriction of dietary branched-chain amino acids has sex-specific benefits for frailty and lifespan in mice,William S. Middleton Memorial Veterans Hospital,Richardson,Lamming,"Nicole E Richardson, Elizabeth N Konon, Haley S Schuster, Alexis T Mitchell, Colin Boyle, Allison C Rodgers, Megan Finke, Lexington R Haider, Deyang Yu, Victoria Flores, Heidi H Pak, Soha Ahmad, Sareyah Ahmed, Abigail Radcliff, Jessica Wu, Elizabeth M Williams, Lovina Abdi, Dawn S Sherman, Timothy Hacker, Dudley W Lamming",,,2021,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,Birth,28,Low BCAA,,TD.150662,12-hour light/dark,,22°C,,,SPF,Yes,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/bin/NIHMS1644834-supplement-1644834_Supp_Tables.xlsx,646.8571429,633.5,61.13315112,228.7393065,14,35.3616419,,,133,1092,Values calculated from individual data in the supplementary files of the paper (Table S10),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/,https://doi.org/10.1038/s43587-020-00006-2
,Lifelong restriction of dietary branched-chain amino acids has sex-specific benefits for frailty and lifespan in mice,William S. Middleton Memorial Veterans Hospital,Richardson,Lamming,"Nicole E Richardson, Elizabeth N Konon, Haley S Schuster, Alexis T Mitchell, Colin Boyle, Allison C Rodgers, Megan Finke, Lexington R Haider, Deyang Yu, Victoria Flores, Heidi H Pak, Soha Ahmad, Sareyah Ahmed, Abigail Radcliff, Jessica Wu, Elizabeth M Williams, Lovina Abdi, Dawn S Sherman, Timothy Hacker, Dudley W Lamming",,,2021,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,Birth,28,Low BCAA,,TD.150662,12-hour light/dark,,22°C,,,SPF,Yes,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/bin/NIHMS1644834-supplement-1644834_Supp_Tables.xlsx,978.9090909,994,63.25108041,209.7801013,11,21.42998806,,,679,1456,Values calculated from individual data in the supplementary files of the paper (Table S10),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/,https://doi.org/10.1038/s43587-020-00006-2
,Lifelong restriction of dietary branched-chain amino acids has sex-specific benefits for frailty and lifespan in mice,William S. Middleton Memorial Veterans Hospital,Richardson,Lamming,"Nicole E Richardson, Elizabeth N Konon, Haley S Schuster, Alexis T Mitchell, Colin Boyle, Allison C Rodgers, Megan Finke, Lexington R Haider, Deyang Yu, Victoria Flores, Heidi H Pak, Soha Ahmad, Sareyah Ahmed, Abigail Radcliff, Jessica Wu, Elizabeth M Williams, Lovina Abdi, Dawn S Sherman, Timothy Hacker, Dudley W Lamming",,,2021,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,Birth,28,Low AA,,TD.140712,12-hour light/dark,,22°C,,,SPF,Yes,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/bin/NIHMS1644834-supplement-1644834_Supp_Tables.xlsx,646.1428571,543,75.26285006,199.1267842,7,30.81776453,,,469,889,Values calculated from individual data in the supplementary files of the paper (Table S10),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/,https://doi.org/10.1038/s43587-020-00006-2
,Lifelong restriction of dietary branched-chain amino acids has sex-specific benefits for frailty and lifespan in mice,William S. Middleton Memorial Veterans Hospital,Richardson,Lamming,"Nicole E Richardson, Elizabeth N Konon, Haley S Schuster, Alexis T Mitchell, Colin Boyle, Allison C Rodgers, Megan Finke, Lexington R Haider, Deyang Yu, Victoria Flores, Heidi H Pak, Soha Ahmad, Sareyah Ahmed, Abigail Radcliff, Jessica Wu, Elizabeth M Williams, Lovina Abdi, Dawn S Sherman, Timothy Hacker, Dudley W Lamming",,,2021,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,Birth,28,Low AA,,TD.140712,12-hour light/dark,,22°C,,,SPF,Yes,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/bin/NIHMS1644834-supplement-1644834_Supp_Tables.xlsx,917.5,993,75.39661796,238.4250406,10,25.98638045,,,379,1191,Values calculated from individual data in the supplementary files of the paper (Table S10),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8009080/,https://doi.org/10.1038/s43587-020-00006-2
,"Longevity, body weight, and neoplasia in ad libitum-fed and diet-restricted C57BL6 mice fed NIH-31 open formula diet",National Center for Toxicological Research,Blackwell,Turturro,"B N Blackwell, T J Bucci, R W Hart, A Turturro",,,1995,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,female,Birth,28,Control,,Purina NIH-31,12-hour light/dark,,21 ± 3°C,50 ± 10%,,SPF,No,No,https://journals.sagepub.com/doi/epdf/10.1177/019262339502300503,807,817,,,56,,,,,1102,,https://journals.sagepub.com/doi/10.1177/019262339502300503?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,https://doi.org/10.1177/019262339502300503
,"Longevity, body weight, and neoplasia in ad libitum-fed and diet-restricted C57BL6 mice fed NIH-31 open formula diet",National Center for Toxicological Research,Blackwell,Turturro,"B N Blackwell, T J Bucci, R W Hart, A Turturro",,,1995,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,male,Birth,28,Control,,Purina NIH-31,12-hour light/dark,,21 ± 3°C,50 ± 10%,,SPF,No,No,https://journals.sagepub.com/doi/epdf/10.1177/019262339502300503,825,836,,,55,,,,,1078,,https://journals.sagepub.com/doi/10.1177/019262339502300503?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,https://doi.org/10.1177/019262339502300503
,"Longevity, body weight, and neoplasia in ad libitum-fed and diet-restricted C57BL6 mice fed NIH-31 open formula diet",National Center for Toxicological Research,Blackwell,Turturro,"B N Blackwell, T J Bucci, R W Hart, A Turturro",,,1995,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,female,15 weeks,105,40% DR,,Purina NIH-31,12-hour light/dark,,21 ± 3°C,50 ± 10%,,SPF,No,No,https://journals.sagepub.com/doi/epdf/10.1177/019262339502300503,,1017,,,56,,,,,1231,,https://journals.sagepub.com/doi/10.1177/019262339502300503?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,https://doi.org/10.1177/019262339502300503
,"Longevity, body weight, and neoplasia in ad libitum-fed and diet-restricted C57BL6 mice fed NIH-31 open formula diet",National Center for Toxicological Research,Blackwell,Turturro,"B N Blackwell, T J Bucci, R W Hart, A Turturro",,,1995,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,male,15 weeks,105,40% DR,,Purina NIH-31,12-hour light/dark,,21 ± 3°C,50 ± 10%,,SPF,No,No,https://journals.sagepub.com/doi/epdf/10.1177/019262339502300503,,965,,,55,,,,,1259,,https://journals.sagepub.com/doi/10.1177/019262339502300503?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,https://doi.org/10.1177/019262339502300503
,Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,National Center for Toxicological Research,Turturro,Hart,"Angelo Turturro, Peter Duffy, Bruce Hass, Ralph Kodell, Ronald Hart",,,2002,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,female,15 weeks,105,Control,,Purina NIH-31,,,,,,SPF,No,No,https://academic.oup.com/view-large/10551997,753,736,22.6,169.1229139,56,0.224598823,,,,1101,Died by dermatitis were included,https://academic.oup.com/biomedgerontology/article/57/11/B379/625738,https://doi.org/10.1093/gerona/57.11.B379
,Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,National Center for Toxicological Research,Turturro,Hart,"Angelo Turturro, Peter Duffy, Bruce Hass, Ralph Kodell, Ronald Hart",,,2002,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,male,15 weeks,105,Control,,Purina NIH-31,,,,,,SPF,No,No,https://academic.oup.com/view-large/10551997,797,810,23.7,177.3545601,56,0.222527679,,,,1077,Died by dermatitis were included,https://academic.oup.com/biomedgerontology/article/57/11/B379/625738,https://doi.org/10.1093/gerona/57.11.B379
,Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,National Center for Toxicological Research,Turturro,Hart,"Angelo Turturro, Peter Duffy, Bruce Hass, Ralph Kodell, Ronald Hart",,,2002,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,female,15 weeks,105,40% DR,,Purina NIH-31,,,,,,SPF,No,No,https://academic.oup.com/view-large/10551997,953,1014,36.1,270.1476633,56,0.28347079,,,,1230,Died by dermatitis were included,https://academic.oup.com/biomedgerontology/article/57/11/B379/625738,https://doi.org/10.1093/gerona/57.11.B379
,Survival characteristics and age-adjusted disease incidences in C57BL/6 mice fed a commonly used cereal-based diet modulated by dietary restriction,National Center for Toxicological Research,Turturro,Hart,"Angelo Turturro, Peter Duffy, Bruce Hass, Ralph Kodell, Ronald Hart",,,2002,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,male,15 weeks,105,40% DR,,Purina NIH-31,,,,,,SPF,No,No,https://academic.oup.com/view-large/10551997,988,960,24.6,184.0895434,56,0.186325449,,,,1258,Died by dermatitis were included,https://academic.oup.com/biomedgerontology/article/57/11/B379/625738,https://doi.org/10.1093/gerona/57.11.B379
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,Birth,28,Control,,Purina NIH-31,,,72±10 F,40- 60%,,SPF,No,No,https://www.science.org/doi/10.1126/sageke.2003.44.as3,512.64,540,35.34142075,264.470976,56,51.59,,,,1015,Data from a summary - unsure how they got the raw data,https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,male,Birth,28,Control,,Purina NIH-31,,,72±10 F,40- 60%,,SPF,No,No,https://www.science.org/doi/10.1126/sageke.2003.44.as3,544.88,616,34.66610397,259.417368,56,47.61,,,,934,Data from a summary - unsure how they got the raw data,https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,female,Birth,28,Control,,Purina NIH-31,,,72±10 F,40- 60%,,SPF,No,No,"Data not given, median imputed from figures",816,757,,,56,,,,,,"Data not given, median imputed from figures. DR data as well, but not yet included here ",https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,C57BL/6N,C57BL/6N,C57BL/6N,Inbred,male,Birth,28,Control,,Purina NIH-31,,,72±10 F,40- 60%,,SPF,No,No,"Data not given, median imputed from figures",843,806,,,56,,,,,,"Data not given, median imputed from figures. DR data as well, but not yet included here ",https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,C57BL/6NNiaxDBA/2JNiaF1,C57BL/6NNia,DBA/2JNia,F1,female,Birth,28,Control,,Purina NIH-31,,,72±10 F,40- 60%,,SPF,No,No,"Data not given, median imputed from figures",,844,,,56,,,,,1529,"Data not given, median imputed from figures. DR data as well, but not yet included here ",https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,C57BL/6NNiaxDBA/2JNiaF1,C57BL/6NNia,DBA/2JNia,F1,male,Birth,28,Control,,Purina NIH-31,,,72±10 F,40- 60%,,SPF,No,No,"Data not given, median imputed from figures",,921,,,56,,,,,1628,"Data not given, median imputed from figures. DR data as well, but not yet included here ",https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,>14 weeks,98,40% DR,,Purina NIH-31 vitamin-supplemented,,,72±10 F,40- 60%,,SPF,No,No,https://www.science.org/doi/10.1126/sageke.2003.44.as3,702.82,827,37.633052,281.619974,56,40.07,,,,1060,Data from a summary - unsure how they got the raw data,https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,National Center for Toxicological Research,Turturro,Hart,"A Turturro, W W Witt, S Lewis, B S Hass, R D Lipman, R W Hart",,1996,1999,Primary,Dietry interventions,Dietry interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,male,>14 weeks,98,40% DR,,Purina NIH-31 vitamin-supplemented,,,72±10 F,40- 60%,,SPF,No,No,https://www.science.org/doi/10.1126/sageke.2003.44.as3,716.64,727,27.57075738,206.320656,56,28.79,,,,1069,Data from a summary - unsure how they got the raw data,https://academic.oup.com/biomedgerontology/article/54/11/B492/544688?login=false,https://doi.org/10.1093/gerona/54.11.b492
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,692,,15.7,135.9659884,75,0.196482642,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,676,,20.3,174.6272029,74,0.258324265,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,714,,21.4,191.4074189,80,0.268077617,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,DBA/2J,DBA/2J,DBA/2J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,707,,22.4,193.9896904,75,0.274384286,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,A/J,A/J,A/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,590,,18.8,166.0371043,78,0.281418821,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,A/J,A/J,A/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,490,,18.4,153.9454449,70,0.314174377,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C57BR/cdJ,C57BR/cdJ,C57BR/cdJ,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,694,,19.9,170.0256745,73,0.244993767,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C57BR/cdJ,C57BR/cdJ,C57BR/cdJ,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,703,,17.4,151.6896832,76,0.215774798,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,CBA/J,CBA/J,CBA/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,527,,15.4,133.3679122,75,0.253070042,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,CBA/J,CBA/J,CBA/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,527,,17,145.2480637,73,0.275613024,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,LP/J,LP/J,LP/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,799,,20.3,176.9712971,76,0.221490985,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
